paper_sha,paper_title,paper_year,paper_venue,n_citations,n_key_citations
2dc7bdfa26d878f7a9e3c1e4981bc76a4e1cf9bf,Towards E-Learning in Higher Education in Libya,2010.0,,86.0,
b4e9ba41e5a8661bb07d659656e98e64706e23e1,Organizational behavior.,1970.0,Physical therapy,1595.0,
f34f49942826305b47445da58ec1e3a0ffecdc36,Gigantomastia complicating mirror syndrome in pregnancy.,2003.0,Obstetrics and gynecology,12.0,
c4e705465225931dfca927246fd42553dc209362,Consumer Perception and Application of Edible Coatings on Fresh-cut Fruits and Vegetables,2003.0,,13.0,
d1a16dac9a6f7082e4680d82d5cec7a665ff81d1,Using a Game Engine for VR Simulations in Evacuation Planning,2008.0,IEEE Computer Graphics and Applications,34.0,
fb009e074a5218db6a211ec953d83bd1d3e5252e,A review of fiber-reinforced denture base resins.,1996.0,Journal of prosthodontics : official journal of the American College of Prosthodontists,88.0,
bf56f404e6a335222941fdb7ebe2dfa0053955be,Individual behavioural counselling for smoking cessation.,2002.0,The Cochrane database of systematic reviews,408.0,
73809b1a010218944a02f324cfe8ba50be4fae7b,Is albuminuria an indicator of myocardial dysfunction in diabetic patients without overt heart disease? A study with Doppler strain and strain rate imaging.,2008.0,Metabolism: clinical and experimental,2.0,
da24a63ac7c18c25b6c04a1bb5665e172eb07a9b,A manufacturing system engineering ontology model on the semantic web for inter-enterprise collaboration,2007.0,Comput. Ind.,138.0,
9e34b49eff19e85258dc9cbed7dacffe732db352,Anemia in cancer.,2010.0,Annals of oncology : official journal of the European Society for Medical Oncology,104.0,
d7ea3291331290b669bd1f0c029c19284a20dbbd,Covid-19 Wuhan,2020.0,,2.0,
fc4a3b7d7a319a86f0e271612f52dee93724040a,"DNMT1 binds HDAC2 and a new co-repressor, DMAP1, to form a complex at replication foci",2000.0,Nature Genetics,542.0,
8c7b004db1a0fced584502ff5e186c2d37651e00,The Attitude and the Impact of the American English as a Global Language within the Saudi Education System,2008.0,,59.0,
f4980910826e31518865a3a458bfef82d7147796,The tachykinin peptide family,1981.0,Trends in Neurosciences,296.0,
f1751900842ac7280482ea8b3f751d7167c44be1,pH Sensitivity of Novel PANI/PVB/PS3 Composite Films,2007.0,Sensors,10.0,
6c5870d4f0d8d57c2f8d7f9acf3bcc1c4064f751,Skills training through hands-on practical activities in civil technology : a case study of three technical schools in South Africa,2014.0,,1.0,
6f41519bb9f37b589f174be7634d54a61150aaed,Visualizing Alternative Phosphorus Scenarios for Future Food Security,2016.0,Front. Nutr.,3.0,
bd54402810169a00efcb45114ca0b53e6f5d195c,Toward optimal therapy for inhibitors in hemophilia.,2014.0,Blood,37.0,
9495c1fac28d48e2b56c74624aab3af1ebf677f4,"The beauty of ""bigness"" in contest design: merging or splitting?",2006.0,,1.0,
1b3d734f9d1adf823555c9118c139698300687e6,Exercise rehabilitation after stroke,2011.0,NeuroRX,71.0,
895a9a55b37790938838d62ba24a3d1d9344af8b,Early Epidemiological and Clinical Characteristics of 28 Cases of Coronavirus Disease in South Korea,2020.0,Osong public health and research perspectives,8.0,
757599b532c8b8931b60c2e35e853e3da5a0db42,Using Research to Answer Practical Questions About Homework,2001.0,,151.0,
8eae4f38c9370579a1b9d774d8bc9d96c9179e09,Homework in macroeconomics: household production and aggregate fluctuations,1991.0,,424.0,
c94972c58a5d422d44d7dadfde996dfd362e3b90,Background Noise: Perspectives on Sound Art,2006.0,,118.0,
9a6405a923187a7b982f3e7143b78ccd4779a765,AI in Medicine: The Spectrum of Challenges from Managed Care to Molecular Medicine,1999.0,AI Magazine,13.0,
0bbfa9a936e65332f149a6ed5f7891caef92e493,Myoma Uteri Nedeni ile Yapılan Abdominal Histerektomilerin Yaşam Kalitesi Üzerine Etkisi,2009.0,,0.0,
fca3cd15238cf217fb27dd6dfba6596946427fd1,Developing Reading Fluency: A Study of Extensive Reading in EFL.,2008.0,,110.0,
220ac48a22547a455d05f416e1fd22bbd0b0788d,Unsupervised Pixel-Level Domain Adaptation with Generative Adversarial Networks,2017.0,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),540.0,
e673085e14a0de878ed83b528dcd875cda9afbba,Falta de concientización de las mujeres sobre la enfermedad cardiovascular o información inadecuada e insuficiente,2013.0,,1.0,
53de277427b09db98aea5139a188c6c2493415dd,Preliminary Identification of Potential Vaccine Targets for the COVID-19 Coronavirus (SARS-CoV-2) Based on SARS-CoV Immunological Studies,2020.0,Viruses,34.0,
3e19046c665867bbe557685da60738a40738010a,Energy aware consolidation for cloud computing,2008.0,CLUSTER 2008,622.0,
ee17ab6257f4ffcccc97d10706d74f643b1389d1,Post-trauma debriefing: the road too frequently travelled,2002.0,The Lancet,32.0,
a8e04486ec5264da179125bc40e258b5e7bbde8c,Virtual Machine Introspection based Cloud Monitoring Platform,2018.0,CompSysTech'18,2.0,
e3c3934a8ca44ecc874752ed9fe49fc21f02a595,"Social Democracy, Christian Democracy, Constitutional Structure, and the Welfare State",1993.0,,325.0,
1e4be86deb571ae7ae6cc6f8e5fcd15ee6062728,CAPTURE: A New Predictive Anti-Poaching Tool for Wildlife Protection,2016.0,AAMAS,28.0,
924d3b9576ae2e9f51dc3ca07e2c0eb5782938d9,A Scheduling Strategy on Load Balancing of Virtual Machine Resources in Cloud Computing Environment,2010.0,"2010 3rd International Symposium on Parallel Architectures, Algorithms and Programming",253.0,
9d19157fa8da0a7d216f44d6a45a73b59b6da23f,Steering Behaviors For Autonomous Characters,1999.0,,912.0,
c805b1a249ea2ea9bf9bb79d81d283f6f0f550fe,Mapping small elevation changes over large areas: Differential radar interferometry,1989.0,,682.0,
3c54695422e4d6f0a76850887c58ffc5d82f6365,"Digital Natives, Digital Immigrants",2001.0,,3284.0,
bf090836020c4854f777458b0eced28027aac66a,"Oppositional defiant disorder and conduct disorder: a review of the past 10 years, part II.",2002.0,Journal of the American Academy of Child and Adolescent Psychiatry,279.0,
48b42d21b9a6016eeae78de7859e84f6b148651f,Eosin-Methylene Blue Agar Plates Protocol,2007.0,,6.0,
0b150a03eb52ff02b0b286c5c61c19e74c62763c,"Research Design: Qualitative, Quantitative, and Mixed Method Approaches",2016.0,,2644.0,
751192d074b808b3ce875d832591b4427c704068,Tourism: A Community Approach,1985.0,,462.0,
c1343a697f7fcebef69829b00510b99d12be5124,Calcium: Regulation of cell death: the calcium–apoptosis link,2003.0,Nature Reviews Molecular Cell Biology,1306.0,
b9d15c21374925d442611859ce9d6861cfef4fb5,"Racism, ideology, and affirmative action revisited: the antecedents and consequences of ""principled objections"" to affirmative action.",2002.0,Journal of personality and social psychology,101.0,
248b2bd2fed99c32ece09d1f4bc283432c32673c,Pubic hair and sexuality: a review.,2009.0,The journal of sexual medicine,29.0,
d9e2845f57f328a44a7481e3ab1b30cc4347a9a0,An essential role for the Cdc6 protein in forming the pre-replicative complexes of budding yeast,1996.0,Nature,151.0,
3d19de3c3e4043bb5f9e3b1fbca25f1a4734b85d,The Eysenck Personality Inventory,1965.0,,342.0,
c2cc848a7ea67e1d894a97fa54ea1539ed90cca9,Familienkompetenzen als Potenzial einer innovativen Personalentwicklung,2001.0,,2.0,
50337607936256663133ade9df9f9b4de4a675ea,Incremental linking on HP-UX,2000.0,WIESS'00,3.0,
beaf41b71a6c41632787b5c333b1edf4111bbf7d,Design of low phase noise oscillator employing substrate integrated waveguide filter,2017.0,2017 International Applied Computational Electromagnetics Society Symposium (ACES),0.0,
87cc7cec7f3bd1e7ccb1b277bde55f892a532751,"Effect of perceived usefulness, ease of use, security and privacy on customer attitude and adaptation in the context of E-Banking",2007.0,,17.0,
d3061a3bc3718d7397965b088870577b341487e9,"A machine learning methodology for real-time forecasting of the 2019-2020 COVID-19 outbreak using Internet searches, news alerts, and estimates from mechanistic models",2020.0,ArXiv,1.0,
54b425c9350a2baac27039eb42785d51868fd034,Robust independent joint controller design for industrial robot manipulators,1991.0,,95.0,
2dc8f2959434bfb59030f323874915bd85931e46,Applications of Economic and Pricing Models for Resource Management in 5G Wireless Networks: A Survey,2019.0,IEEE Communications Surveys & Tutorials,23.0,
a97971750c0d7b3365a96c11c7b91b4944ed7c9f,"Extraction, purification and characterization of phycocyanin from Oscillatoria quadripunctulata- : Isolated from the rocky shores of Bet-Dwarka, Gujarat, India",2006.0,,49.0,
0ebb7164f750c95a85c5eedea9b5d62e00768222,Owl web ontology language guide,2003.0,,580.0,
65acaa6938f34c08b517f49caf5cc82c872ec72f,Assessment of Dual Frequency GNSS Observations from a Xiaomi Mi 8 Android Smartphone and Positioning Performance Analysis,2019.0,,17.0,
ee3823b2457bcf424f86c88e1836ae35f062f47f,Anti-inflammatory Effect of Alcoholic Stinging Nettle Extract in Male NMRI Rats,2018.0,,2.0,
c9d16f433ec62f7f9b54fab5ed651cae653c664e,Motion graphs,2002.0,SIGGRAPH 2002,730.0,
168f28ac3c8c7ea63bf7ed25f2288e8b67e2fe74,Scikit-learn: Machine Learning in Python,2011.0,J. Mach. Learn. Res.,16099.0,
1e6a25cb1d49fefd81cf2af3e7e2771558d73cba,Isolation and characterization of viruses related to the SARS coronavirus from animals in southern China.,2003.0,Science,1007.0,
0b7aa7fa6c02c1270f4462d36d6139039abfa2f9,Participatory Action Research,2007.0,,254.0,
e14f887b14ee3ac4ef4da84d2b696ef7d5dce650,Industrial IoT lifecycle via digital twins,2016.0,2016 International Conference on Hardware/Software Codesign and System Synthesis (CODES+ISSS),20.0,
c64a2e6e5d204a9371280d8295f9de6a140e9635,Alterations in activity at auditory nuclei of the rat induced by exposure to microwave radiation: Autoradiographic evidence using [14C]2-deoxy-d-glucose,1980.0,Brain Research,6.0,
0fd0e53b8ca9539fcd3cf3fe1401eb00513f0358,Tácticas para la prevención de la desnutrición en niños menores de 6 meses a través de la concientización de la lactancia materna exclusiva en la población que asiste al centro de salud universitario norte de la ciudad de Santa Cruz,2018.0,,1.0,
aa054dd888014353f98a4960b706ad8f273652b6,The Great War and Modern Memory,1975.0,,412.0,
d9d4526d8d37ffcd86f29131c8736174a9788f71,Multiple acyl-CoA dehydrogenation deficiency as decreased acyl-carnitine profile in serum,2015.0,Neurological Sciences,3.0,
00b8afa37424121fad2240469e6620b83c5fb994,Using focus groups in research,2003.0,,366.0,
f20b1ad8de798d1dbdf370373b27f3e4590cd20c,"Synthesis of glucosylated 1,2,3-triazole derivatives.",1999.0,Carbohydrate research,2.0,
f6b1c298a534aa8a210aceaae2f0b53afd26a78a,Effect of Post harvest Treatments on Physicochemical Characteristics and Shelf Life of Tomato ( Lycopersicon esculentum Mill . ) Fruits during Storage 1,2013.0,,28.0,
93d7ec87ae04844dcfda9e1bb2690b41e3fa8753,Receipt of Disability Benefits and Prescription Opioid Prevalence,2020.0,Journal of General Internal Medicine,0.0,
5170d92754df03d22f977ee4050ad5cadb21e87d,Individual Bankruptcy: Preliminary Findings of a Socio-Legal Analysis,1999.0,,9.0,
e2295562039f0033ca8e0a6c5ad1d30bb468e8cc,Communicating Robot Motion Intent with Augmented Reality,2018.0,HRI '18,37.0,
c11b0a6f27a078fe4bee50c2c5f3fc77e01551fe,Where is the Missing Credit Card Debt? Clues and Implications,2009.0,,32.0,
877e43312fcf040dc1e6389634f341c0f8fe822d,Photoelectric photometry of the asteroid 2078 Nanking,1994.0,,1.0,
a21e5718c3bed336b5df0b1d8cbb5ab71859c21f,Association Between Depression and Elder Abuse and the Mediation of Social Support: A Cross-Sectional Study of Elder Females in Mexico City,2018.0,Journal of aging and health,3.0,
df39f8866050ba80cedae0bda4471d3bc0aca782,Expanding the genetic code: selection of efficient suppressors of four-base codons and identification of “shifty” four-base codons with a library approach in Escherichia coli1,2001.0,Journal of Molecular Biology,48.0,
eb6e6c8a89bef2e92e17fc4d925ab89072d49026,[Dynamic changes of chest CT imaging in patients with corona virus disease-19 (COVID-19)].,2020.0,Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences,5.0,
92912cbccbf74bd4fc95a74a1103cf7b50d5e07f,"Virtual reality, presence, and attitude change: Empirical evidence from tourism",2018.0,,29.0,
e23120b7031227d3787100efbf6519c02643216f,A Guide to Writing the Dissertation Literature Review.,2009.0,,368.0,
46426a6e2933369ae9a72ed6309a2825b1659d9f,"COVID-19, Australia: Epidemiology Report 3 (Reporting week ending 19:00 AEDT 15 February 2020).",2020.0,Communicable diseases intelligence,0.0,
3faa411e8b062069a3f4fa43a047240669594efe,Critically Approaching the Playful and Participatory Genealogy of MOBAs,2016.0,DiGRA/FDG,2.0,
d556568452ab02fc677722b8f2eac6d8da1b4c44,The Intervention Role of G D Maitland as Compared to Low Level Laser therapy in Adhesive Capsulitis Male Patients,2017.0,,0.0,
48e4dfd0eac315de2db78a12d231b3c88ac41766,Language Teaching and Skill Learning,1996.0,,108.0,
1aa2526bc4c4e020533b2109c6853de832c1bb48,New hire perceptions of their own and their employer's obligations: A study of psychological contracts,1990.0,,668.0,
7899d94725f06d13b2083ca9b785f8f03f9bc4cd,"A customer value, satisfaction, and loyalty perspective of mobile application recommendations",2015.0,Decis. Support Syst.,51.0,
209ec8290e872c9a141e7db8f89c7cd832d3913a,Broadband Printed-Dipole Antenna and Its Arrays for 5G Applications,2017.0,IEEE Antennas and Wireless Propagation Letters,52.0,
f3a81bed8fdcc41eb3fd19d3c9f9c1d5b30c0752,Problems associated with clinical trials of Ayurvedic medicines,2010.0,,29.0,
7f52ffe1cca8e061e45aad64ecc3ed10355c1cc5,Cellular Automata as basis for programming exercises in a MOOC on Test Driven Development,2016.0,"2016 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)",1.0,
8d47a76094c7707f8d754bd98a5ab6ffdc2f4be8,Methods in Community-Based Participatory Research for Health,2005.0,,879.0,
a328bc580a935f1653df781a801b0fd7cf609e54,Gender and Age Stereotypes of Emotionality,1991.0,,130.0,
dbdf563cad180a09fe630c830f6a8dccc23862e0,Outline of a Theory of Truth,1976.0,,491.0,
25a6fc07af1b8b3f3a86918d3296e2236e4cbaae,A call-by-name lambda-calculus machine,2007.0,High. Order Symb. Comput.,122.0,
08f39e531926176374b1a7e9ff15128f6a0dabc7,Coronavirus avian infectious bronchitis virus.,2007.0,Veterinary research,417.0,
a80b2717e24b8a89145995df245c999341dffadf,Braille Translation by Micro-Computer and a Paperless Braille Dictionary,1983.0,,2.0,
1ac5f16ad764b81377aebbc02d15ebfe179013a1,Using Community-Based Participatory Research to Address Health Disparities,2006.0,Health promotion practice,762.0,
3d570d4db4d6069abcaa3bccec1dd9c28bcc2aff,Gastronomy: the ultimate flavour science?,2006.0,,4.0,
715ed68c38f3bd4a3064e25ed928747f10063501,آليات تعزيز أخلاقيات العمل الجمعوي في الجزائر,2018.0,,0.0,
e955775ba634c0e445b028cc1fddeb499a46e1f3,Time Course of Lung Changes On Chest CT During Recovery From 2019 Novel Coronavirus (COVID-19) Pneumonia.,2020.0,Radiology,154.0,
a36be93424f1eae6972ee2e7eb95a58137ad7775,Women in Mesopotamia,1995.0,,12.0,
d16e85b46a326799625f79d09ee407bd7136a946,Fractional-order systems and PIλDμ-controllers,1999.0,,823.0,
54cb3dacf7d6f4dd9af059c20d420ca7034e3afc,A Universal Fault Injector for Structural Simulation Environments,2009.0,,0.0,
d52eca9d1d8b927848b6a0193c766c641189e640,"Monocytes give rise to mucosal, but not splenic, conventional dendritic cells",2007.0,,314.0,
b99f75672c4498a7e8c42790a2a26605b57ff36c,Systematic Derivation of a Family of Output-Impedance Shaping Methods for Power Converters—A Case Study Using Fuel Cell-Battery-Powered Single-Phase Inverter System,2015.0,IEEE Transactions on Power Electronics,23.0,
c31044450804e3e76f31c2b85b0b94a7d67bcbcd,A led street lamp,2008.0,,0.0,
bba1cac9ef04797f4d4b938ec5b5eedc7aaa2945,Software Startups - A Research Agenda,2016.0,e-Informatica,46.0,
ff1a62afb858674c00f3a4ed49c6f4a72de7119c,Heat Source Models In Simulation of Heat Flow In Friction Stir Welding,2004.0,,15.0,
7887669b8d05b96d5e81fbe1cfdb2e39f7c873b9,"Recombination in viruses: Mechanisms, methods of study, and evolutionary consequences",2015.0,"Infection, Genetics and Evolution",76.0,
6a3d1474b3587fea2658bb8c12900bccf062dd42,How Do I Love Thee? Let Me Count the Ways for Syllabic Variation in Certain Poetic Forms,2014.0,,2.0,
4d7095d7052b946ae11041ca08d98aabb94264b3,"Medicinal plants used for treatment of diabetes by the Marakh sect of the Garo tribe living in Mymensingh district, Bangladesh.",2012.0,"African journal of traditional, complementary, and alternative medicines : AJTCAM",105.0,
cba1c2a7fb7136db48fb9b3a88e78f71b4a0bbb1,Systematic Review: Pharmacological and Behavioral Treatment for Trichotillomania,2007.0,Biological Psychiatry,101.0,
8352e3ba20cb0fd48e2514bc1948e68108943e39,SOCK: Rapid Task Provisioning with Serverless-Optimized Containers,2018.0,USENIX Annual Technical Conference,46.0,
5061d817e74ec98612063d8b0f8c8784eeaced64,Cattle Brand Recognition using Convolutional Neural Network and Support Vector Machines,2017.0,IEEE Latin America Transactions,10.0,
2c761488f6cc81102496419e4d1cfd7af51ed3f8,非霍奇金淋巴瘤患者外周血CD4＋CD25^highCD127^low调节T细胞水平及其与临床特点的关系,2009.0,,0.0,
e4b143a8854323d466dfd9ca56ad8542b9e0104f,α-Satellite: An AI-driven System and Benchmark Datasets for Hierarchical Community-level Risk Assessment to Help Combat COVID-19,2020.0,ArXiv,1.0,
b9c6f6118922b3a69a525b4cde8b0146242958be,"Capillary instability of axisymmetric, active liquid crystal jets.",2014.0,Soft matter,9.0,
78b05afd3f30372e13afa7682ceee7a104559ab9,Active and interactive learning online: a comparison of Web-based and conventional writing classes,2000.0,,63.0,
